Visitor_ID,Page_Views,Session_Duration,Bounce_Rate,Conversion_Rate,Traffic_Source,Exit_Pages,Load_Time,Visitor_Type,Location
1065,5,64.34,1,0.03,Social Media,Checkout,1.38,New,Washington
1066,5,49.53,0.36,0.09,Direct,Product Page,1.67,New,Austin
1067,6,327.81,0.16,0.05,Direct,Homepage,2.39,Returning,Fort Worth
1068,6,158.04,0.5,0.06,Organic,Checkout,2.64,New,Dallas
1069,6,371.36,0.31,0.06,Organic,Blog,1.95,New,Washington
1070,5,88.96,0.57,0.08,Direct,Product Page,2.23,New,San Jose
1071,7,117.86,0.47,0.09,Referral,Product Page,1.82,Returning,San Diego
1072,3,680.97,0.69,0.08,Referral,Contact Us,1.7,Returning,Indianapolis
1073,5,164.28,0.91,0.09,Referral,Contact Us,1.68,New,New York
1074,7,268.18,0.2,0.08,Social Media,Homepage,3.09,Returning,Fort Worth
1075,2,33.84,0.82,0,Organic,Homepage,1.52,New,Houston
1076,8,59.11,0.95,0.01,Direct,Contact Us,2.3,New,Chicago
1077,4,10.96,0.37,0.09,Social Media,Contact Us,1.39,New,Washington
1078,2,165.69,0.11,0,Social Media,Product Page,3.13,New,San Diego
1079,5,1350.78,0.82,0.08,Organic,Checkout,2.48,Returning,Fort Worth
1080,5,621.14,0.7,0.08,Direct,Contact Us,2.11,New,Los Angeles
1081,4,300.64,0.21,0.04,Referral,Blog,2.84,New,San Jose
1082,6,592.19,0.45,0.04,Organic,Checkout,2.12,New,Houston
1083,8,270.55,0.58,0.02,Social Media,Checkout,2.4,New,Columbus
1084,4,138.02,0.17,0,Social Media,Blog,2.61,New,Seattle
1085,3,57.18,0.71,0.07,Social Media,Blog,1.92,Returning,Charlotte
1086,6,317.57,0.69,0.01,Social Media,Blog,2,Returning,San Francisco
1087,4,64.35,0.89,0.09,Referral,Product Page,2.06,New,San Francisco
1088,2,162.09,0.57,0.03,Direct,Contact Us,1.48,Returning,Washington
1089,3,524.27,0.57,0.08,Referral,Contact Us,1.83,New,Los Angeles
1090,1,41.51,0.62,0.01,Social Media,Product Page,1.76,New,Phoenix
1091,9,41.44,0.27,0.05,Direct,Checkout,2.46,Returning,Jacksonville
1092,5,76.24,0.76,0.03,Organic,Product Page,1.43,New,Indianapolis
1093,3,240.83,0.66,0,Organic,Contact Us,2.39,New,Dallas
1094,4,86.99,0.84,0.07,Referral,Homepage,2.18,New,Washington
1095,3,209.87,0.77,0.09,Organic,Product Page,1.27,Returning,Phoenix
1096,4,107.85,0.64,0,Social Media,Homepage,2.35,New,San Antonio
1097,6,211.71,0.16,0.03,Direct,Homepage,2.33,New,Denver
1098,4,97.57,0.92,0.07,Direct,Blog,1.74,New,Houston
1099,2,1173.79,0.37,0.09,Referral,Blog,1.98,Returning,Austin
1100,6,203.61,0.96,0.02,Direct,Blog,1.54,Returning,Indianapolis
1101,3,408.36,0.4,0.01,Organic,Homepage,2.86,New,Austin
1102,6,361.74,0.15,0,Referral,Contact Us,1.94,New,Indianapolis
1103,2,202.33,0.88,0.02,Social Media,Blog,2,New,Austin
1104,8,81.88,0.8,0.01,Referral,Blog,2.09,Returning,Dallas
1105,3,214.45,0.79,0.04,Organic,Checkout,2.26,Returning,Fort Worth
1106,6,342.74,0.09,0.04,Organic,Homepage,2.21,Returning,Columbus
1107,4,184.81,0.88,0.05,Organic,Homepage,2.05,Returning,Denver
1108,5,25.64,0.6,0.01,Referral,Blog,1.83,Returning,Fort Worth
1109,6,5.44,0.47,0.05,Referral,Checkout,2.17,New,Chicago
1110,1,119.19,0.91,0,Direct,Checkout,2.3,New,Houston
1111,5,48.83,0.67,0.02,Referral,Product Page,2.33,Returning,Dallas
1112,7,709.95,0.13,0.04,Social Media,Product Page,2.29,Returning,Indianapolis
1113,6,58.01,0.52,0.01,Referral,Blog,2.1,Returning,Washington
1114,6,150.4,0.64,0.08,Direct,Homepage,2.41,New,Indianapolis
1115,7,373.52,0.9,0.02,Social Media,Checkout,1.37,New,San Diego
1116,4,506.9,0.28,0.08,Social Media,Checkout,1.28,Returning,San Antonio
1117,3,194.86,0.79,0.05,Referral,Checkout,1.08,New,Los Angeles
1118,8,59.95,0.8,0.05,Direct,Homepage,2.15,New,Washington
1119,4,94.78,0.13,0.06,Direct,Product Page,3,Returning,Los Angeles
1120,5,162.89,0.02,0,Social Media,Blog,2.56,New,Denver
1121,5,136.05,0.58,0.01,Social Media,Product Page,1.88,New,Los Angeles
1122,3,128.62,0.79,0.03,Direct,Checkout,2.06,Returning,Indianapolis
1123,9,42.42,0.55,0.04,Organic,Checkout,1.6,New,New York
1124,8,733.63,0.81,0.04,Organic,Homepage,2.62,New,Charlotte
1125,6,9.06,0.62,0.07,Referral,Homepage,2.04,New,Washington
1126,3,173.95,0.65,0,Direct,Homepage,1.85,Returning,New York
1127,5,1178.47,0.03,0.1,Social Media,Blog,1.76,New,Seattle
1128,5,323.4,0.09,0.02,Organic,Contact Us,2.16,Returning,San Jose
1129,5,131.74,0.73,0.02,Social Media,Contact Us,1.34,New,Seattle
1130,3,47.38,0.76,0.09,Social Media,Blog,1.65,New,Phoenix
1131,7,996.21,0.54,0,Direct,Blog,2.47,Returning,New York
1132,3,4.23,0.59,0.1,Social Media,Blog,0.97,New,Dallas
1133,0,343.13,0.61,0,Direct,Product Page,1.29,New,Phoenix
1134,6,636.42,0.1,0.01,Social Media,Blog,2.5,New,New York
1135,6,7.64,0.67,0.02,Organic,Product Page,2.6,New,San Jose
1136,4,387.49,0.48,0.04,Direct,Homepage,2.57,Returning,Columbus
1137,5,2027.22,0.6,0.05,Social Media,Checkout,2,Returning,Washington
1138,9,306.2,0.56,0.01,Referral,Contact Us,2.11,New,Austin
1139,5,160.68,0.76,0.01,Referral,Checkout,2.43,Returning,New York
1140,4,622.4,0.32,0,Referral,Contact Us,1.79,New,Houston
1141,3,242.35,0.37,0.03,Referral,Homepage,1.9,Returning,Phoenix
1142,6,415.22,0.39,0.09,Organic,Contact Us,1.38,Returning,Denver
1143,2,265.86,0.76,0.04,Organic,Homepage,1.5,Returning,New York
1144,6,11.71,0.43,0.08,Referral,Checkout,2.18,New,Chicago
1145,6,71.91,0.18,0.02,Social Media,Product Page,1.93,New,Houston
1146,6,24.61,0.98,0.01,Organic,Contact Us,1.71,New,Denver
1147,5,33.85,0.49,0.06,Referral,Blog,2.63,New,Fort Worth
1148,3,4.66,0.11,0.08,Organic,Product Page,1.61,New,Charlotte
1149,4,164.02,0.67,0.09,Organic,Product Page,1.79,New,Austin
1150,4,59.04,0.74,0.05,Social Media,Homepage,2.01,New,Los Angeles
1151,5,580.75,0.5,0.03,Social Media,Checkout,1.93,New,New York
1152,4,415.93,0.65,0.01,Direct,Blog,1.88,New,San Diego
1153,4,255.42,0.17,0.07,Social Media,Checkout,1.43,New,Charlotte
1154,5,201.43,0.37,0.03,Referral,Checkout,2.22,New,San Francisco
1155,5,88.66,0.16,0.08,Direct,Product Page,1.97,Returning,Chicago
1156,5,193.28,0.39,0.06,Referral,Blog,2.2,Returning,Charlotte
1157,7,307.52,0.56,0.09,Social Media,Contact Us,2.05,Returning,Seattle
1158,3,457.29,0.44,0.06,Social Media,Blog,2.94,Returning,New York
1159,2,25.56,0.59,0.08,Organic,Homepage,2.55,Returning,Charlotte
1160,4,369.78,0.5,0.03,Referral,Product Page,1.46,Returning,Seattle
1161,4,407.29,0.32,0.05,Direct,Blog,3.12,New,Phoenix
1162,6,245.59,0.14,0,Social Media,Homepage,1.8,Returning,San Jose
1163,3,72.36,0.25,0.06,Direct,Contact Us,1.72,New,Columbus
1164,5,232.43,0.2,0.05,Social Media,Checkout,1.74,Returning,Chicago
1165,5,209.57,0.71,0.08,Social Media,Checkout,1.76,New,Indianapolis
1166,5,193.71,0.82,0.07,Organic,Homepage,1.68,Returning,New York
1167,5,185.21,0.72,0.06,Direct,Product Page,2.22,New,Chicago
1168,3,35.24,0.64,0.01,Social Media,Checkout,2.31,New,Austin
1169,10,60.6,0.31,0.09,Social Media,Product Page,1.91,New,Washington
1170,5,30.72,0.71,0,Organic,Product Page,1.69,New,San Diego
1171,4,83.31,0.61,0.08,Social Media,Checkout,2.08,New,Jacksonville
1172,4,91.74,0.05,0.05,Organic,Contact Us,1.96,New,Houston
1173,7,84.34,0.91,0.08,Organic,Blog,1.16,Returning,San Francisco
1174,3,71.07,0.08,0.05,Organic,Checkout,2.36,Returning,Philadelphia
1175,6,398.89,0.5,0.06,Social Media,Blog,1.88,New,Chicago
1176,2,512.06,0.51,0.04,Organic,Product Page,2.52,New,San Francisco
1177,4,118.85,0.84,0.07,Direct,Contact Us,1.43,New,Indianapolis
1178,4,109.21,0.91,0.03,Direct,Product Page,2.05,Returning,San Francisco
1179,4,557.43,0.94,0.07,Direct,Contact Us,2.42,New,Houston
1180,8,293.39,0.57,0.02,Direct,Homepage,2.47,New,Seattle
1181,5,104.2,0.68,0.07,Organic,Contact Us,1.87,Returning,Denver
1182,8,375.12,0.09,0.03,Referral,Contact Us,1.31,Returning,Los Angeles
1183,5,126.75,0.49,0.03,Social Media,Product Page,2.09,New,Fort Worth
1184,7,264.97,0.9,0.08,Social Media,Checkout,1.59,New,Los Angeles
1185,8,1473.27,0.46,0.08,Referral,Checkout,1.66,New,Chicago
1186,3,107.69,0.07,0.07,Referral,Blog,1.51,New,Charlotte
1187,4,800.04,0.2,0.09,Social Media,Homepage,2.62,New,Philadelphia
1188,6,115.99,0.43,0.02,Social Media,Contact Us,1.75,Returning,San Diego
1189,4,233.15,0.24,0.03,Referral,Blog,2.04,Returning,Phoenix
1190,4,184.85,0.39,0.03,Direct,Contact Us,1.45,Returning,San Antonio
1191,6,458.58,0.33,0.03,Organic,Contact Us,2.49,New,Columbus
1192,2,18.91,0.32,0.03,Social Media,Homepage,2.06,Returning,Philadelphia
1193,4,295.95,0.09,0.07,Social Media,Homepage,2.63,New,Austin
1194,2,428.97,0.88,0.03,Social Media,Blog,1.61,Returning,Los Angeles
1195,8,191.68,0.69,0.03,Direct,Checkout,2,Returning,Austin
1196,7,33.38,0.62,0.06,Direct,Contact Us,1.69,Returning,Charlotte
1197,2,84.23,0.61,0.02,Social Media,Product Page,1.72,New,Charlotte
1198,5,341.52,0.4,0.04,Direct,Blog,2.38,New,Columbus
1199,6,677.39,0.82,0.01,Social Media,Contact Us,2.05,Returning,San Jose
1200,7,164.25,0.93,0.1,Organic,Homepage,1.58,New,Columbus
1201,7,246.58,0.01,0.03,Direct,Homepage,1.18,Returning,Indianapolis
1202,7,77.78,0.08,0.09,Organic,Homepage,2,Returning,Washington
1203,6,159.42,0.67,0.05,Referral,Homepage,1.85,New,San Francisco
1204,5,123.2,0.24,0.02,Social Media,Checkout,2.57,New,Phoenix
1205,5,319.72,0.91,0.02,Direct,Checkout,2.62,New,Los Angeles
1206,8,1253.95,0.67,0.07,Organic,Contact Us,2.26,New,Chicago
1207,7,503.48,0.37,0.1,Direct,Contact Us,2.27,New,Philadelphia
1208,4,64.02,0.42,0.02,Referral,Blog,1.71,New,Columbus
1209,5,258.6,0.69,0.01,Organic,Homepage,2.17,New,Denver
1210,8,20.62,0.14,0.04,Referral,Homepage,2.38,New,Austin
1211,5,85.07,0.88,0.04,Referral,Product Page,1.88,New,Phoenix
1212,2,56.7,0,0.08,Organic,Product Page,2.43,Returning,Indianapolis
1213,3,122.64,0.98,0.05,Direct,Homepage,1.87,Returning,Columbus
1214,7,340.72,0.17,0.01,Organic,Product Page,1.97,New,Houston
1215,3,207.58,0.74,0.09,Referral,Product Page,2.36,Returning,Seattle
1216,8,810.51,0.04,0.04,Social Media,Homepage,1.29,Returning,Philadelphia
1217,1,71.76,0.43,0.07,Organic,Checkout,1.78,Returning,Dallas
1218,5,135.87,0.63,0.07,Social Media,Checkout,3.21,Returning,New York
1219,3,120.08,0.07,0.01,Direct,Contact Us,1.23,Returning,Austin
1220,5,80.74,0.44,0,Organic,Checkout,2.51,New,San Jose
1221,5,1495.96,0.3,0.01,Social Media,Homepage,1.67,New,Dallas
1222,2,146.93,0.5,0.1,Referral,Product Page,1.53,Returning,Phoenix
1223,7,846.58,0.5,0.08,Direct,Homepage,1.78,New,Denver
1224,2,148.52,0.79,0.01,Social Media,Blog,1.23,Returning,Phoenix
1225,4,68.48,0.12,0.06,Direct,Product Page,1.61,New,San Jose
1226,5,38.08,0.08,0.06,Organic,Homepage,2.57,Returning,Indianapolis
1227,4,580.47,0.4,0,Social Media,Contact Us,2.68,Returning,San Francisco
1228,4,9.79,0.89,0.04,Organic,Contact Us,1.5,New,Fort Worth
1229,5,1000.58,0.86,0.07,Organic,Product Page,1.89,New,Charlotte
1230,4,162.48,0.56,0.02,Referral,Checkout,2.18,New,Seattle
1231,4,85.26,0.89,0.09,Social Media,Contact Us,2.37,Returning,Charlotte
1232,5,288.27,0.81,0.07,Social Media,Blog,2.7,New,Washington
1233,7,42.78,0.28,0,Social Media,Product Page,1.81,Returning,Chicago
1234,6,22.46,0.17,0.09,Direct,Blog,2.01,New,Chicago
1235,6,527.7,0.3,0,Direct,Product Page,1.38,New,Dallas
1236,8,165.84,0.23,0.09,Direct,Checkout,1.75,Returning,New York
1237,5,219.1,0.62,0.03,Direct,Homepage,1.79,Returning,Seattle
1238,2,58.33,0.58,0.07,Social Media,Product Page,1.66,Returning,Indianapolis
1239,4,19.02,0.6,0.08,Social Media,Homepage,2.26,Returning,Philadelphia
1240,6,137.55,0.19,0.03,Direct,Product Page,3.04,New,Phoenix
1241,3,211.65,0.79,0.04,Referral,Checkout,1.44,Returning,Austin
1242,3,435,0.43,0.05,Social Media,Blog,1.9,New,Columbus
1243,5,208.58,0.47,0.06,Direct,Homepage,1.95,Returning,Washington
1244,5,457.68,1,0.03,Organic,Blog,2.76,New,Los Angeles
1245,6,36.8,0.28,0.1,Referral,Product Page,1.84,Returning,Philadelphia
1246,2,19.83,0.39,0.07,Social Media,Product Page,2.05,New,Seattle
1247,6,51.9,0.68,0.03,Referral,Checkout,2.02,Returning,Los Angeles
1248,4,443.54,0.88,0.06,Direct,Product Page,2.49,New,Fort Worth
1249,3,427.3,0.13,0.04,Organic,Checkout,2.52,Returning,Houston
1250,4,45.72,0.74,0.09,Organic,Product Page,1.76,New,Jacksonville
1251,2,9.44,0.92,0.03,Direct,Blog,1.72,New,Phoenix
1252,6,346.82,0.42,0.02,Referral,Product Page,2.31,New,Houston
1253,8,579.89,0.29,0,Social Media,Homepage,2.66,New,Austin
1254,5,420.86,0.68,0.1,Direct,Contact Us,1.19,New,Houston
1255,6,67.99,0.25,0.04,Referral,Homepage,1.81,New,Denver
1256,5,262.95,0.38,0.02,Direct,Homepage,2,New,San Antonio
1257,5,424.86,0.9,0.05,Organic,Checkout,1.02,New,San Francisco
1258,6,88.65,0.59,0.03,Social Media,Product Page,1.73,Returning,Dallas
1259,4,225.06,0.09,0.02,Direct,Blog,2.04,New,San Antonio
1260,4,113.26,0.33,0.06,Organic,Product Page,1.52,New,Charlotte
1261,5,76.69,0.63,0.01,Direct,Contact Us,1.3,Returning,Jacksonville
1262,5,1047.89,0.48,0.05,Organic,Product Page,2.14,New,Los Angeles
1263,4,731.12,0.66,0.04,Organic,Contact Us,2.17,New,Denver
1264,4,177,0.76,0.05,Social Media,Contact Us,1.64,New,San Antonio
1265,7,44.13,0.48,0.03,Organic,Homepage,2.24,New,San Antonio
1266,5,390.48,0.99,0.06,Social Media,Contact Us,0.79,Returning,Dallas
1267,4,88.59,0.91,0.01,Social Media,Contact Us,2.25,New,San Diego
1268,3,55.36,0.06,0.04,Organic,Blog,2.68,Returning,Phoenix
1269,9,144.15,0.27,0.02,Organic,Checkout,2.62,Returning,Washington
1270,6,226.41,0.3,0.04,Social Media,Product Page,2.01,New,Seattle
1271,6,30.76,0.18,0.04,Direct,Blog,2.55,Returning,San Francisco
1272,4,254.41,0.31,0.06,Direct,Checkout,1.91,Returning,Seattle
1273,7,4.64,0.42,0.06,Direct,Homepage,2.48,New,Charlotte
1274,6,667.32,0.05,0.04,Referral,Blog,1.49,Returning,Austin
1275,6,760.51,0.13,0.02,Organic,Blog,2,New,Chicago
1276,2,396.23,0.1,0.06,Social Media,Homepage,2.78,Returning,Indianapolis
1277,6,188.52,0.05,0.1,Referral,Contact Us,2.2,New,Washington
1278,4,88.27,0.48,0.02,Organic,Homepage,2.4,New,Chicago
1279,7,408.9,0.33,0.01,Social Media,Product Page,2.24,New,San Francisco
1280,8,805.58,0.94,0.03,Organic,Homepage,1.9,Returning,Austin
1281,6,51.78,0.1,0.04,Direct,Blog,2.62,New,Chicago
1282,3,188.11,0.93,0.03,Referral,Homepage,1.57,New,Washington
1283,4,113.62,0.09,0.08,Social Media,Product Page,1.62,Returning,Charlotte
1284,5,132.36,0.62,0.05,Organic,Contact Us,2.2,Returning,San Antonio
1285,3,156.14,0.25,0.02,Social Media,Contact Us,2.9,Returning,Fort Worth
1286,5,909.7,0.83,0.1,Social Media,Checkout,1.13,New,Indianapolis
1287,8,89.78,0.06,0.01,Social Media,Checkout,1.41,New,Houston
1288,8,203.58,0.95,0.01,Direct,Product Page,2.08,New,Seattle
1289,5,907.78,0.05,0.02,Social Media,Checkout,2.23,New,San Jose
1290,5,193.91,0.24,0.01,Referral,Contact Us,2.19,New,Columbus
1291,8,597.65,0.46,0.08,Referral,Contact Us,2.14,Returning,San Jose
1292,5,18.17,0.76,0.03,Organic,Checkout,1.72,New,San Francisco
1293,4,917.48,0.95,0.07,Organic,Homepage,1.89,Returning,Dallas
1294,3,62.3,0.43,0.08,Social Media,Contact Us,2.06,Returning,Denver
1295,7,1172.63,0.76,0.02,Direct,Checkout,2.85,New,Denver
1296,4,57.92,0.73,0.05,Referral,Checkout,2.67,New,Austin
1297,4,176.29,0.57,0.05,Social Media,Product Page,2.98,Returning,San Diego
1298,5,110.72,0.69,0.09,Referral,Product Page,2.06,Returning,Denver
1299,3,170.34,0.04,0,Organic,Contact Us,1.59,New,Philadelphia
1300,5,86.51,0.44,0.03,Direct,Blog,1.56,Returning,San Jose
1301,4,1008.46,0.79,0.09,Referral,Checkout,2.11,New,Chicago
1302,6,109.47,0.47,0.02,Organic,Homepage,2.27,New,Dallas
1303,5,317.77,0.87,0.01,Referral,Blog,2.82,Returning,Austin
1304,5,44.36,0.83,0.06,Social Media,Checkout,1.51,New,Denver
1305,2,521.84,0.86,0.03,Referral,Blog,1.58,New,Washington
1306,5,234.6,0.13,0.05,Referral,Checkout,2.53,New,New York
1307,3,1165.41,0.24,0.08,Social Media,Checkout,1.49,Returning,Philadelphia
1308,3,165.18,0.03,0.05,Direct,Blog,2.03,New,Chicago
1309,5,65.24,0.98,0.05,Direct,Product Page,2.81,New,San Diego
1310,4,127.4,0.24,0.03,Social Media,Checkout,2.44,Returning,Indianapolis
1311,3,400.64,0.37,0.08,Direct,Contact Us,2.08,New,Phoenix
1312,4,322.86,0.27,0.07,Direct,Blog,2.25,New,Los Angeles
1313,2,451.99,0.04,0.02,Social Media,Product Page,1.02,Returning,New York
1314,6,22.89,0.26,0.03,Referral,Homepage,2.81,New,Los Angeles
1315,7,260.51,0.1,0.08,Direct,Checkout,1.11,Returning,San Diego
1316,3,807.22,0.39,0.04,Organic,Checkout,1.74,New,Washington
1317,5,34.25,0.97,0.04,Organic,Contact Us,1.66,New,Phoenix
1318,4,29.73,0.7,0.04,Social Media,Product Page,2.03,Returning,Columbus
1319,6,378.27,0.71,0.02,Organic,Checkout,1.71,New,Seattle
1320,6,113.58,0.45,0.03,Organic,Product Page,1.59,Returning,New York
1321,2,322.39,0.81,0.08,Social Media,Checkout,1.6,Returning,Denver
1322,2,236.49,0.91,0.05,Organic,Homepage,3.54,New,Columbus
1323,5,1282.04,0.96,0.05,Organic,Contact Us,1.89,New,Washington
1324,2,659.62,0.1,0.02,Referral,Homepage,2.09,Returning,Phoenix
1325,7,340.03,0.88,0.02,Social Media,Homepage,2.4,New,Seattle
1326,4,91.01,0.23,0,Direct,Blog,2.05,New,Columbus
1327,5,91.11,0.4,0,Social Media,Homepage,1.39,Returning,Denver
1328,7,641.74,0.35,0.05,Organic,Contact Us,2.44,New,Charlotte
1329,5,264.09,0.68,0.04,Organic,Contact Us,1.94,Returning,Dallas
1330,7,467.17,0.6,0.03,Direct,Checkout,1.66,Returning,Dallas
1331,1,179.28,0.11,0.1,Direct,Homepage,1.45,New,Fort Worth
1332,3,32.63,0.78,0.04,Referral,Product Page,1.95,New,Columbus
1333,4,121.35,0.44,0.08,Organic,Blog,3.01,New,San Jose
1334,9,52.72,0,0.02,Organic,Blog,1.89,Returning,Philadelphia
1335,4,456.75,0.41,0.02,Organic,Blog,1.23,New,San Jose
1336,5,361.7,0.52,0.06,Referral,Contact Us,1.93,New,Indianapolis
1337,6,27.77,0.07,0,Social Media,Contact Us,2.74,New,Denver
1338,6,291.37,0.15,0,Direct,Checkout,2.35,New,San Diego
1339,3,621.76,0.99,0.01,Referral,Homepage,1.62,New,Phoenix
1340,3,358.57,0.87,0.02,Referral,Contact Us,1.28,Returning,Houston
1341,5,214.69,0.13,0.05,Organic,Blog,2.98,New,Seattle
1342,7,112.13,0.58,0.07,Direct,Contact Us,1.58,Returning,Indianapolis
1343,6,654.37,0.38,0.03,Social Media,Homepage,1.31,Returning,San Jose
1344,6,164.87,0.54,0.02,Organic,Contact Us,2.03,Returning,Seattle
1345,4,580.12,0.47,0.08,Referral,Homepage,1.86,New,San Jose
1346,7,458.36,0.05,0.02,Referral,Checkout,2.41,New,San Jose
1347,4,508.22,0.32,0.07,Direct,Contact Us,2.62,Returning,Austin
1348,8,1375.54,0.13,0.09,Direct,Homepage,1.76,Returning,Los Angeles
1349,5,414.4,0.49,0.02,Direct,Homepage,1.22,Returning,San Jose
1350,5,10.39,0.91,0.01,Organic,Product Page,2.1,New,Los Angeles
1351,4,68.99,1,0.1,Referral,Checkout,2.15,Returning,San Antonio
1352,5,10.75,0.94,0.03,Direct,Contact Us,3.26,Returning,Philadelphia
1353,2,63.18,0.99,0.03,Social Media,Product Page,1.44,New,New York
1354,3,19.02,0.02,0.05,Direct,Contact Us,2.7,New,Denver
1355,7,208.92,0.73,0.02,Direct,Blog,2.82,Returning,San Antonio
1356,5,8.58,0.27,0.1,Organic,Blog,1.3,New,Jacksonville
1357,6,191.93,0.87,0,Organic,Homepage,1.67,New,Charlotte
1358,7,687.32,0.81,0.05,Organic,Product Page,2.09,Returning,Columbus
1359,2,414.18,0.42,0.05,Organic,Homepage,1.78,New,New York
1360,7,864.49,0.47,0.05,Direct,Homepage,2.12,Returning,Seattle
1361,5,77.11,0.27,0.05,Referral,Homepage,2.19,Returning,Austin
1362,5,227.2,0.29,0.1,Social Media,Blog,2.11,New,Seattle
1363,7,115.07,0.98,0.09,Social Media,Homepage,2.04,New,Seattle
1364,6,204.26,0.89,0.03,Referral,Homepage,2.16,New,San Antonio
1365,5,244.31,0.19,0.06,Social Media,Homepage,1.52,New,Columbus
1366,0,11.06,0.28,0,Direct,Homepage,2.39,New,Dallas
1367,7,79.68,0.11,0.04,Referral,Product Page,2.32,Returning,Indianapolis
1368,5,366,0.99,0.02,Organic,Contact Us,2.5,New,Houston
1369,5,444.75,0.91,0.07,Organic,Product Page,1.97,New,Seattle
1370,6,252.81,0.55,0.02,Organic,Checkout,1.15,New,Houston
1371,8,94.75,0.69,0.07,Direct,Product Page,2.44,Returning,Chicago
1372,4,155.8,0.75,0.03,Organic,Checkout,2.61,Returning,San Diego
1373,6,30.29,0.2,0.09,Organic,Blog,1.47,Returning,Houston
1374,4,918.43,0.93,0.04,Organic,Contact Us,1.27,New,Chicago
1375,1,609.03,0.53,0.08,Social Media,Homepage,1.73,New,Jacksonville
1376,3,20.36,0.09,0.06,Referral,Checkout,0.75,Returning,Los Angeles
1377,4,54.63,0.4,0.1,Social Media,Blog,2,New,Austin
1378,5,261.03,0.6,0.07,Direct,Contact Us,2.32,Returning,Washington
1379,4,79.36,0.35,0.07,Direct,Checkout,1.77,Returning,Fort Worth
1380,5,817.26,0.7,0.03,Direct,Blog,1.79,Returning,Los Angeles
1381,2,422.67,0.88,0.05,Social Media,Homepage,2.32,New,San Diego
1382,2,95.77,0.77,0.03,Referral,Blog,1.88,Returning,Fort Worth
1383,5,1.84,0.64,0,Organic,Blog,1.98,Returning,Indianapolis
1384,5,482,0.51,0.07,Direct,Homepage,2.73,Returning,Dallas
1385,5,165.54,0.25,0.02,Direct,Checkout,2,Returning,Charlotte
1386,6,308.48,0.45,0.04,Social Media,Blog,2.3,Returning,Phoenix
1387,4,101.47,0.29,0.03,Organic,Homepage,2.01,Returning,Los Angeles
1388,9,46.25,0.93,0.02,Organic,Checkout,2.09,New,Chicago
1389,7,337.47,0.91,0.01,Social Media,Homepage,1.2,Returning,Austin
1390,2,179.53,0.16,0.03,Social Media,Product Page,0.73,New,Charlotte
1391,3,80.43,0.82,0.01,Social Media,Checkout,1.79,New,Denver
1392,4,44.42,0.7,0.05,Referral,Product Page,2.52,New,Austin
1393,6,260.59,0.98,0,Direct,Blog,2.2,New,Denver
1394,7,387.9,0.46,0.09,Direct,Blog,1.9,New,New York
1395,4,100.18,0.72,0.1,Direct,Blog,2.24,Returning,San Francisco
1396,5,398.57,0.52,0.03,Referral,Checkout,1.78,New,Indianapolis
1397,5,60.68,0.07,0.03,Social Media,Contact Us,2.26,Returning,Houston
1398,3,123.94,0.05,0.01,Direct,Checkout,1.6,Returning,Fort Worth
1399,3,409.81,0.12,0.09,Direct,Checkout,1.73,New,Denver
1400,7,323.77,0.3,0.06,Direct,Contact Us,1.44,New,Austin
1401,3,94.63,0.26,0.06,Referral,Checkout,1.45,New,Indianapolis
1402,8,39.08,0.73,0.09,Social Media,Product Page,1.76,Returning,San Antonio
1403,8,13.02,0.72,0.09,Direct,Contact Us,2.74,Returning,Philadelphia
1404,5,545.89,0.97,0.08,Direct,Contact Us,1.99,New,San Jose
1405,5,23.43,0.31,0.08,Referral,Product Page,1.92,New,Chicago
1406,3,36.6,0.94,0.09,Social Media,Contact Us,2.7,New,Washington
1407,3,81.43,0.61,0.09,Social Media,Contact Us,1.46,Returning,San Antonio
1408,6,177,0.5,0.04,Direct,Product Page,1.61,New,Phoenix
1409,5,467.89,0.67,0.1,Organic,Homepage,1.77,Returning,San Francisco
1410,4,85.3,0.7,0.07,Referral,Homepage,2.12,Returning,Austin
1411,6,235.26,0.17,0.04,Organic,Homepage,2.98,New,Fort Worth
1412,3,28.42,0.75,0.04,Organic,Product Page,3.07,New,Fort Worth
1413,12,187.37,0.73,0.07,Direct,Blog,1.96,Returning,Philadelphia
1414,1,58.67,1,0.04,Direct,Checkout,1.5,New,Fort Worth
1415,6,71.17,0.91,0.08,Direct,Contact Us,1.66,Returning,New York
1416,1,137.1,0.68,0.01,Referral,Product Page,1.74,New,San Antonio
1417,6,429.82,0.71,0.09,Referral,Checkout,2.66,New,San Jose
1418,1,408.76,0.95,0.03,Referral,Product Page,2.42,New,Phoenix
1419,4,160.83,0.97,0.02,Organic,Contact Us,2.2,New,Houston
1420,3,37.9,0.83,0.09,Referral,Blog,1.27,Returning,San Antonio
1421,3,98.84,0.77,0.02,Social Media,Product Page,2.35,Returning,San Diego
1422,5,211.17,0.11,0.08,Referral,Checkout,0.91,Returning,San Francisco
1423,5,610.71,0.83,0.03,Direct,Checkout,1.54,New,Philadelphia
1424,5,1035,0.25,0.09,Organic,Contact Us,1.76,Returning,Indianapolis
1425,9,304.4,0.56,0.02,Referral,Homepage,2.45,New,Houston
1426,3,129.55,0.41,0.01,Direct,Contact Us,2.46,New,San Diego
1427,3,354.72,0.35,0.09,Direct,Contact Us,1.92,Returning,Columbus
1428,6,122.95,0.31,0.02,Social Media,Homepage,1.65,Returning,Indianapolis
