customer_id,product_id,order_id,city,state,date,product_category,sales,quantity_sold,Quarter
38,3,236,San Antonio,Texas,4/16/2024,Electronics,232.91,8,Q4
187,18,879,Dallas,Texas,4/16/2024,Electronics,884.89,3,Q4
496,6,529,Los Angeles,California,4/16/2024,Books,849.72,6,Q4
299,17,1000,Dallas,Texas,4/17/2024,Furniture,664.49,6,Q4
332,16,49,Chicago,Illinois,4/17/2024,Furniture,311.64,8,Q4
585,16,694,New York,New York,4/17/2024,Clothing,656.63,9,Q4
270,12,947,Houston,Texas,4/18/2024,Books,927.35,3,Q4
553,15,214,Los Angeles,California,4/18/2024,Toys,612.49,2,Q4
631,11,968,San Antonio,Texas,4/18/2024,Clothing,249.03,5,Q4
81,12,576,San Diego,California,4/19/2024,Toys,663.3,9,Q4
246,19,806,Houston,Texas,4/19/2024,Clothing,272.66,6,Q1
282,13,89,Chicago,Illinois,4/19/2024,Books,157.13,8,Q1
321,17,148,Chicago,Illinois,4/19/2024,Toys,418.77,8,Q1
443,10,668,Philadelphia,Pennsylvania,4/19/2024,Toys,469.33,9,Q1
188,16,156,Houston,Texas,4/20/2024,Toys,535.91,5,Q1
403,4,531,San Diego,California,4/20/2024,Clothing,249.09,4,Q1
621,6,303,San Jose,California,4/20/2024,Books,333.3,6,Q1
203,1,859,Houston,Texas,4/21/2024,Furniture,373.17,9,Q1
399,1,179,San Antonio,Texas,4/21/2024,Furniture,170.03,10,Q1
116,18,155,Phoenix,Arizona,4/22/2024,Books,741.2,3,Q1
138,12,1148,Houston,Texas,4/22/2024,Books,269.6,1,Q1
342,20,200,San Diego,California,4/22/2024,Books,533.32,6,Q1
209,11,1125,New York,New York,4/23/2024,Clothing,476.09,8,Q1
273,18,515,Philadelphia,Pennsylvania,4/23/2024,Furniture,760,2,Q1
530,4,954,San Diego,California,4/23/2024,Toys,196.66,10,Q1
581,16,910,Philadelphia,Pennsylvania,4/23/2024,Furniture,789.69,5,Q1
676,13,157,Philadelphia,Pennsylvania,4/23/2024,Furniture,948.88,1,Q1
55,14,711,San Antonio,Texas,4/24/2024,Toys,641.89,10,Q1
522,6,601,Dallas,Texas,4/24/2024,Furniture,582.61,10,Q1
175,13,919,Houston,Texas,4/25/2024,Clothing,634.03,10,Q1
433,12,615,Phoenix,Arizona,4/25/2024,Clothing,260,3,Q1
504,4,800,Phoenix,Arizona,4/25/2024,Toys,648.7,5,Q1
553,13,460,San Antonio,Texas,4/25/2024,Books,252.77,2,Q1
132,17,678,Chicago,Illinois,4/26/2024,Toys,786.06,1,Q1
238,2,1255,Dallas,Texas,4/26/2024,Electronics,638.24,8,Q1
459,5,94,Philadelphia,Pennsylvania,4/26/2024,Clothing,661.12,7,Q1
489,12,134,San Jose,California,4/26/2024,Toys,595.11,7,Q1
514,18,12,Los Angeles,California,4/26/2024,Electronics,617.92,5,Q1
588,13,815,San Diego,California,4/26/2024,Toys,224.66,6,Q2
610,4,1060,San Antonio,Texas,4/26/2024,Toys,381.83,3,Q2
105,3,1254,Dallas,Texas,4/27/2024,Electronics,441.85,4,Q2
551,2,33,New York,New York,4/27/2024,Books,571.59,3,Q2
563,11,1176,Dallas,Texas,4/27/2024,Toys,376.25,3,Q2
277,6,940,Phoenix,Arizona,4/28/2024,Toys,914.33,1,Q2
622,13,900,Chicago,Illinois,4/28/2024,Clothing,854.5,7,Q2
662,10,208,San Jose,California,4/28/2024,Clothing,243.35,9,Q2
78,9,728,Chicago,Illinois,4/30/2024,Toys,114.71,5,Q2
205,10,802,San Jose,California,4/30/2024,Clothing,610,8,Q2
459,11,211,Dallas,Texas,4/30/2024,Books,339.18,3,Q2
559,9,772,Chicago,Illinois,4/30/2024,Clothing,427.86,1,Q2
86,20,99,San Jose,California,5/1/2024,Toys,782.56,6,Q2
214,18,419,San Jose,California,5/1/2024,Toys,685.56,5,Q2
241,14,1166,Philadelphia,Pennsylvania,5/1/2024,Books,359.92,9,Q2
476,10,609,New York,New York,5/1/2024,Furniture,460.05,1,Q2
40,1,1090,San Antonio,Texas,5/2/2024,Furniture,351.64,9,Q2
206,5,514,San Antonio,Texas,5/2/2024,Toys,530.94,2,Q2
223,4,360,Los Angeles,California,5/2/2024,Toys,234.91,6,Q2
276,8,79,San Antonio,Texas,5/2/2024,Clothing,433.71,5,Q2
283,9,41,New York,New York,5/2/2024,Furniture,667.3,3,Q2
289,13,199,Phoenix,Arizona,5/3/2024,Toys,896.89,7,Q2
243,6,814,Houston,Texas,5/4/2024,Furniture,810.42,9,Q2
629,12,391,Los Angeles,California,5/4/2024,Clothing,524.9,4,Q2
28,13,1061,Houston,Texas,5/5/2024,Electronics,388.34,4,Q2
241,18,282,San Diego,California,5/5/2024,Toys,873.38,10,Q2
297,16,373,San Diego,California,5/5/2024,Furniture,751.34,10,Q2
634,6,14,San Jose,California,5/5/2024,Clothing,134.59,2,Q2
255,10,1214,Houston,Texas,5/6/2024,Books,889.96,1,Q2
406,7,894,Los Angeles,California,5/6/2024,Clothing,584.56,5,Q2
584,9,1048,San Diego,California,5/6/2024,Books,541.73,3,Q2
93,17,277,Dallas,Texas,5/7/2024,Clothing,296.43,5,Q2
297,4,1142,Philadelphia,Pennsylvania,5/7/2024,Clothing,700.93,7,Q3
336,5,895,Chicago,Illinois,5/7/2024,Furniture,340.83,8,Q3
164,5,925,Dallas,Texas,5/8/2024,Electronics,579.07,10,Q3
354,15,98,Phoenix,Arizona,5/8/2024,Furniture,926.9,9,Q3
416,19,744,Dallas,Texas,5/8/2024,Books,708.9,7,Q3
444,4,586,San Diego,California,5/8/2024,Clothing,995.43,10,Q3
448,9,565,Chicago,Illinois,5/8/2024,Clothing,551.41,1,Q3
601,12,1247,San Jose,California,5/8/2024,Books,263.65,1,Q3
618,9,700,Phoenix,Arizona,5/8/2024,Toys,799.69,5,Q3
46,18,339,San Diego,California,5/9/2024,Books,210.37,4,Q3
119,4,224,San Diego,California,5/9/2024,Electronics,216.55,3,Q3
171,19,266,San Antonio,Texas,5/9/2024,Electronics,956.66,1,Q3
190,8,265,Dallas,Texas,5/9/2024,Toys,463.79,9,Q3
227,3,50,Houston,Texas,5/9/2024,Books,844.28,10,Q3
530,6,452,Phoenix,Arizona,5/9/2024,Electronics,739.02,3,Q3
619,19,844,San Jose,California,5/9/2024,Books,418.2,4,Q3
656,20,1132,Philadelphia,Pennsylvania,5/9/2024,Electronics,984.57,3,Q3
343,20,710,San Antonio,Texas,5/10/2024,Books,393.89,6,Q3
403,5,629,Dallas,Texas,5/10/2024,Books,687.01,5,Q3
31,2,375,Phoenix,Arizona,5/11/2024,Toys,471.18,1,Q3
80,8,425,San Diego,California,5/11/2024,Books,434.22,7,Q3
126,4,682,New York,New York,5/11/2024,Clothing,905.14,2,Q3
222,14,793,Houston,Texas,5/11/2024,Clothing,668.36,6,Q3
234,14,855,Houston,Texas,5/11/2024,Electronics,192.87,3,Q3
394,14,116,Los Angeles,California,5/11/2024,Books,325.44,1,Q3
417,3,511,New York,New York,5/11/2024,Books,533.74,7,Q3
603,13,307,Los Angeles,California,5/11/2024,Clothing,806.29,7,Q3
42,8,504,Dallas,Texas,5/12/2024,Clothing,123.72,4,Q3
241,12,591,New York,New York,5/12/2024,Furniture,890.1,4,Q3
426,7,720,Philadelphia,Pennsylvania,5/12/2024,Books,423.87,5,Q3
74,13,1154,Philadelphia,Pennsylvania,5/13/2024,Clothing,963.46,10,Q3
92,1,434,San Antonio,Texas,5/14/2024,Electronics,546.76,10,Q4
130,11,259,San Antonio,Texas,5/14/2024,Toys,673.21,2,Q4
419,1,768,Los Angeles,California,5/15/2024,Books,775.24,1,Q4
673,16,23,San Jose,California,5/15/2024,Toys,389.99,6,Q4
543,6,551,Houston,Texas,5/16/2024,Books,103.03,1,Q4
80,20,91,San Jose,California,5/17/2024,Books,596.45,1,Q4
255,17,766,Chicago,Illinois,5/17/2024,Furniture,575.49,2,Q4
482,4,637,Philadelphia,Pennsylvania,5/17/2024,Clothing,385.47,6,Q4
497,6,429,New York,New York,5/17/2024,Furniture,535.6,7,Q4
678,15,185,New York,New York,5/17/2024,Furniture,128.34,4,Q4
13,4,1242,San Jose,California,5/18/2024,Books,577.47,5,Q4
297,8,493,Chicago,Illinois,5/18/2024,Clothing,334.93,5,Q4
422,5,563,Phoenix,Arizona,5/18/2024,Clothing,117.52,2,Q4
462,5,957,Houston,Texas,5/18/2024,Books,187.7,4,Q4
471,8,731,San Jose,California,5/18/2024,Toys,990.74,3,Q4
533,7,690,San Diego,California,5/18/2024,Toys,896.09,2,Q4
199,17,610,San Diego,California,5/19/2024,Clothing,895.13,2,Q4
304,1,603,San Jose,California,5/19/2024,Furniture,363.92,7,Q4
541,2,81,Los Angeles,California,5/19/2024,Books,568.3,6,Q4
330,16,455,Phoenix,Arizona,5/20/2024,Clothing,789.58,2,Q4
417,18,221,San Jose,California,5/20/2024,Clothing,916.9,9,Q4
490,7,587,Dallas,Texas,5/20/2024,Electronics,940.51,8,Q4
69,4,1246,Phoenix,Arizona,5/21/2024,Books,211.72,8,Q4
348,15,1052,Los Angeles,California,5/21/2024,Electronics,461.32,5,Q4
551,7,308,San Jose,California,5/21/2024,Electronics,432.59,5,Q1
97,6,1029,Chicago,Illinois,5/22/2024,Toys,765.18,4,Q1
364,15,334,San Diego,California,5/22/2024,Books,328.38,1,Q1
475,6,512,Chicago,Illinois,5/23/2024,Toys,571.85,4,Q1
156,4,727,Dallas,Texas,5/24/2024,Electronics,880.06,8,Q1
486,14,982,Phoenix,Arizona,5/24/2024,Books,307.85,6,Q1
114,2,655,San Antonio,Texas,5/25/2024,Clothing,396.4,10,Q1
132,4,205,San Antonio,Texas,5/25/2024,Furniture,436.05,3,Q1
134,5,1210,Los Angeles,California,5/25/2024,Electronics,408.15,5,Q1
316,15,523,Los Angeles,California,5/25/2024,Books,888.06,9,Q1
420,1,501,Philadelphia,Pennsylvania,5/25/2024,Toys,350.28,4,Q1
625,15,223,Chicago,Illinois,5/25/2024,Clothing,887.71,1,Q1
331,5,1156,Chicago,Illinois,5/26/2024,Electronics,286.31,8,Q1
392,18,25,Dallas,Texas,5/26/2024,Toys,147.79,3,Q1
482,16,906,Chicago,Illinois,5/26/2024,Electronics,784.39,5,Q1
63,4,269,Los Angeles,California,5/27/2024,Books,765.43,1,Q1
406,8,1186,San Jose,California,5/27/2024,Furniture,913.3,5,Q1
449,8,1248,Chicago,Illinois,5/27/2024,Furniture,887.26,9,Q1
622,7,1192,Houston,Texas,5/27/2024,Electronics,640.86,7,Q1
333,14,568,Houston,Texas,5/28/2024,Books,368.97,4,Q1
380,16,312,Houston,Texas,5/28/2024,Clothing,591.33,4,Q1
512,16,1227,Los Angeles,California,5/28/2024,Furniture,194.89,3,Q1
582,14,454,Los Angeles,California,5/28/2024,Electronics,983.42,8,Q1
52,9,1123,Los Angeles,California,5/29/2024,Clothing,806.74,9,Q1
124,9,428,Phoenix,Arizona,5/29/2024,Toys,903.79,2,Q1
394,5,287,New York,New York,5/29/2024,Electronics,576.31,8,Q1
405,8,83,Los Angeles,California,5/29/2024,Electronics,185.12,10,Q1
127,13,764,Los Angeles,California,5/30/2024,Furniture,442.37,8,Q1
296,4,803,Los Angeles,California,5/30/2024,Furniture,519.69,3,Q1
539,3,1011,Houston,Texas,5/30/2024,Furniture,158.45,10,Q2
81,3,35,Los Angeles,California,5/31/2024,Furniture,826.73,3,Q2
100,8,938,Phoenix,Arizona,5/31/2024,Toys,122.19,9,Q2
211,7,867,San Jose,California,5/31/2024,Clothing,849.64,4,Q2
212,10,416,New York,New York,5/31/2024,Electronics,580.08,1,Q2
282,11,757,Chicago,Illinois,5/31/2024,Furniture,259.62,1,Q2
150,11,1085,San Antonio,Texas,6/1/2024,Toys,256.57,7,Q2
385,5,433,San Diego,California,6/1/2024,Furniture,567.95,2,Q2
582,7,1094,San Antonio,Texas,6/1/2024,Books,622.81,10,Q2
284,15,702,Chicago,Illinois,6/2/2024,Clothing,165.72,10,Q2
555,4,584,San Jose,California,6/2/2024,Books,945.69,4,Q2
84,7,589,Chicago,Illinois,6/3/2024,Electronics,143.12,2,Q2
133,5,958,Los Angeles,California,6/3/2024,Electronics,745.54,5,Q2
192,18,431,Los Angeles,California,6/3/2024,Toys,260.11,6,Q2
655,3,1195,San Antonio,Texas,6/3/2024,Electronics,867.73,1,Q2
2,2,1101,New York,New York,6/4/2024,Books,956.93,8,Q2
22,9,171,Houston,Texas,6/4/2024,Furniture,310.8,1,Q2
70,4,625,Phoenix,Arizona,6/4/2024,Books,537.09,8,Q2
549,13,679,Dallas,Texas,6/4/2024,Clothing,821.16,6,Q2
574,13,73,San Jose,California,6/4/2024,Toys,419.49,9,Q2
672,17,917,Dallas,Texas,6/4/2024,Furniture,329.76,8,Q2
685,10,998,Los Angeles,California,6/4/2024,Books,963.35,1,Q2
106,18,1174,San Jose,California,6/5/2024,Electronics,616.55,7,Q2
360,16,407,San Diego,California,6/5/2024,Electronics,966.49,2,Q2
427,2,497,New York,New York,6/5/2024,Books,473.96,8,Q2
491,5,1049,Phoenix,Arizona,6/5/2024,Clothing,301.46,5,Q2
383,3,180,Los Angeles,California,6/6/2024,Electronics,962.29,5,Q2
451,4,616,New York,New York,6/6/2024,Furniture,156.99,4,Q2
113,9,441,Phoenix,Arizona,6/7/2024,Books,329.33,2,Q2
289,9,43,San Diego,California,6/7/2024,Books,449.58,4,Q2
477,4,789,San Jose,California,6/7/2024,Electronics,925.71,7,Q2
25,16,136,Houston,Texas,6/8/2024,Electronics,684.46,5,Q3
133,17,1007,San Antonio,Texas,6/8/2024,Clothing,826.41,3,Q3
185,15,36,Houston,Texas,6/8/2024,Electronics,476.76,9,Q3
190,5,1208,San Jose,California,6/8/2024,Clothing,821.79,2,Q3
614,12,781,Houston,Texas,6/8/2024,Toys,479.51,2,Q3
6,12,241,Dallas,Texas,6/9/2024,Books,591.92,2,Q3
11,20,1167,New York,New York,6/9/2024,Toys,437.42,5,Q3
123,17,1223,Phoenix,Arizona,6/9/2024,Electronics,922.49,10,Q3
647,11,390,San Antonio,Texas,6/9/2024,Books,209.78,3,Q3
675,9,60,Chicago,Illinois,6/9/2024,Furniture,103.74,7,Q3
128,9,1250,Dallas,Texas,6/10/2024,Clothing,627.01,9,Q3
376,10,315,San Antonio,Texas,6/10/2024,Furniture,719.13,3,Q3
490,16,884,Los Angeles,California,6/10/2024,Furniture,213.25,9,Q3
571,17,892,Chicago,Illinois,6/10/2024,Furniture,794.89,2,Q3
182,10,27,Los Angeles,California,6/11/2024,Clothing,183.17,6,Q3
300,13,888,San Diego,California,6/11/2024,Clothing,459.49,9,Q3
681,2,450,Houston,Texas,6/11/2024,Clothing,556.67,5,Q3
178,16,578,Dallas,Texas,6/12/2024,Electronics,134.37,1,Q3
416,7,457,Chicago,Illinois,6/12/2024,Electronics,448.71,2,Q3
429,20,1251,New York,New York,6/12/2024,Clothing,667.25,6,Q3
612,20,698,San Diego,California,6/12/2024,Electronics,761.95,4,Q3
34,1,329,San Diego,California,6/13/2024,Clothing,856.69,9,Q3
107,2,1002,San Jose,California,6/13/2024,Books,537.59,2,Q3
114,8,299,Houston,Texas,6/13/2024,Electronics,617.71,4,Q3
165,7,821,Philadelphia,Pennsylvania,6/13/2024,Clothing,766.63,6,Q3
361,19,826,Dallas,Texas,6/13/2024,Electronics,776.25,5,Q3
464,9,1071,Chicago,Illinois,6/13/2024,Toys,780.6,10,Q3
560,4,617,Chicago,Illinois,6/13/2024,Books,977.67,7,Q3
18,7,829,Philadelphia,Pennsylvania,6/14/2024,Books,640.84,3,Q3
226,15,170,San Jose,California,6/14/2024,Clothing,802.19,5,Q3
458,19,1194,Dallas,Texas,6/14/2024,Furniture,330.46,3,Q3
491,3,962,Chicago,Illinois,6/14/2024,Furniture,379.31,9,Q3
275,16,552,Dallas,Texas,6/15/2024,Clothing,672.64,1,Q4
322,12,31,Dallas,Texas,6/15/2024,Furniture,410.27,7,Q4
344,14,1053,Los Angeles,California,6/15/2024,Toys,948.23,5,Q4
447,17,458,Chicago,Illinois,6/15/2024,Clothing,255.66,5,Q4
455,15,131,Los Angeles,California,6/15/2024,Electronics,519.8,6,Q4
540,19,1022,San Jose,California,6/15/2024,Books,454.77,9,Q4
575,20,500,Los Angeles,California,6/15/2024,Books,567.07,7,Q4
140,1,1119,Phoenix,Arizona,6/16/2024,Furniture,821.46,6,Q4
354,3,1203,New York,New York,6/16/2024,Clothing,373.63,6,Q4
96,20,931,Chicago,Illinois,6/17/2024,Toys,298.21,1,Q4
126,12,1136,San Diego,California,6/17/2024,Electronics,980.12,8,Q4
233,13,1069,Philadelphia,Pennsylvania,6/17/2024,Furniture,947.69,7,Q4
464,18,598,Houston,Texas,6/17/2024,Electronics,765.01,10,Q4
240,12,284,San Jose,California,6/18/2024,Electronics,192.23,6,Q4
398,18,611,Philadelphia,Pennsylvania,6/18/2024,Clothing,627.09,9,Q4
601,7,181,San Antonio,Texas,6/18/2024,Books,608.69,6,Q4
653,1,537,San Jose,California,6/18/2024,Toys,909.59,5,Q4
662,11,657,Dallas,Texas,6/18/2024,Clothing,651.77,1,Q4
184,5,926,San Diego,California,6/19/2024,Electronics,380.66,4,Q4
291,2,1019,Houston,Texas,6/19/2024,Furniture,725.42,8,Q4
563,19,557,Philadelphia,Pennsylvania,6/19/2024,Clothing,915.69,5,Q4
645,15,582,Houston,Texas,6/19/2024,Electronics,231.39,5,Q4
664,4,701,Phoenix,Arizona,6/19/2024,Clothing,246.47,9,Q4
6,16,280,Dallas,Texas,6/20/2024,Electronics,523.72,7,Q4
165,17,738,San Diego,California,6/20/2024,Books,937.2,6,Q4
210,17,663,San Antonio,Texas,6/20/2024,Toys,222.76,3,Q4
422,19,125,San Diego,California,6/20/2024,Furniture,654.75,2,Q4
99,13,979,Chicago,Illinois,6/21/2024,Furniture,901.23,6,Q1
308,20,1150,San Diego,California,6/21/2024,Furniture,956.34,10,Q1
390,13,1091,Phoenix,Arizona,6/21/2024,Toys,402.07,9,Q1
542,1,822,Philadelphia,Pennsylvania,6/21/2024,Toys,375.64,10,Q1
53,17,1152,Phoenix,Arizona,6/22/2024,Toys,782.64,7,Q1
279,17,13,San Jose,California,6/22/2024,Electronics,156.67,2,Q1
300,14,858,Houston,Texas,6/22/2024,Furniture,429.66,9,Q1
420,6,1102,San Diego,California,6/22/2024,Clothing,346.39,6,Q1
443,19,692,San Jose,California,6/22/2024,Furniture,128.92,6,Q1
204,3,847,New York,New York,6/23/2024,Toys,866.99,3,Q1
399,4,1219,Houston,Texas,6/23/2024,Toys,801.02,9,Q1
685,20,904,San Jose,California,6/23/2024,Clothing,810.1,6,Q1
155,9,715,Phoenix,Arizona,6/24/2024,Clothing,579.13,4,Q1
450,6,24,San Jose,California,6/24/2024,Clothing,414.7,4,Q1
521,4,548,New York,New York,6/24/2024,Electronics,442.03,7,Q1
670,16,1188,San Antonio,Texas,6/24/2024,Toys,807.67,4,Q1
593,11,996,Phoenix,Arizona,6/25/2024,Toys,364.61,1,Q1
147,14,751,Houston,Texas,6/26/2024,Toys,725.59,5,Q1
463,15,1073,Los Angeles,California,6/26/2024,Books,626.44,10,Q1
621,4,1,Houston,Texas,6/26/2024,Furniture,186.38,9,Q1
676,3,40,Chicago,Illinois,6/26/2024,Electronics,217.58,10,Q1
17,15,608,San Diego,California,6/27/2024,Electronics,528.62,9,Q1
142,16,409,Los Angeles,California,6/27/2024,Electronics,981.84,7,Q1
148,16,898,New York,New York,6/27/2024,Toys,504.1,8,Q1
17,6,1184,San Jose,California,6/28/2024,Clothing,818.55,10,Q1
242,13,1177,San Antonio,Texas,6/28/2024,Electronics,428.58,1,Q1
371,4,628,Chicago,Illinois,6/28/2024,Clothing,998.1,9,Q1
679,6,82,Dallas,Texas,6/28/2024,Toys,688.14,7,Q1
684,10,184,San Jose,California,6/28/2024,Furniture,799.19,9,Q1
41,13,667,Phoenix,Arizona,6/29/2024,Books,646.19,3,Q1
112,4,1070,Los Angeles,California,6/29/2024,Electronics,599.27,8,Q1
222,10,247,Los Angeles,California,6/29/2024,Books,646.06,6,Q1
411,10,68,Houston,Texas,6/29/2024,Books,197.07,7,Q1
417,6,997,San Antonio,Texas,6/29/2024,Books,358.86,2,Q1
536,19,1088,New York,New York,6/29/2024,Electronics,790.67,5,Q1
563,5,518,Philadelphia,Pennsylvania,6/29/2024,Toys,541.46,4,Q1
260,17,198,Dallas,Texas,6/30/2024,Clothing,130.18,5,Q1
69,9,149,Los Angeles,California,7/1/2024,Toys,950.39,7,Q2
82,15,438,New York,New York,7/1/2024,Clothing,629.32,6,Q2
124,1,1017,Phoenix,Arizona,7/1/2024,Books,268.11,4,Q2
311,7,520,San Diego,California,7/1/2024,Books,273.57,10,Q2
332,6,650,New York,New York,7/1/2024,Furniture,867.12,10,Q2
393,7,1164,New York,New York,7/1/2024,Electronics,959.03,2,Q2
337,15,137,Phoenix,Arizona,7/2/2024,Books,565.21,5,Q2
537,17,573,Houston,Texas,7/2/2024,Toys,480.69,1,Q2
588,5,721,Los Angeles,California,7/2/2024,Electronics,841.1,2,Q2
637,1,369,San Jose,California,7/2/2024,Electronics,361.79,3,Q2
252,1,882,Chicago,Illinois,7/3/2024,Clothing,561.92,1,Q2
685,18,964,New York,New York,7/3/2024,Furniture,429.12,4,Q2
25,1,67,Philadelphia,Pennsylvania,7/4/2024,Electronics,286.38,2,Q2
234,15,1084,Dallas,Texas,7/4/2024,Furniture,709.9,5,Q2
431,9,29,San Antonio,Texas,7/4/2024,Toys,101.31,2,Q2
544,19,220,Dallas,Texas,7/4/2024,Toys,241.66,10,Q2
582,2,753,Dallas,Texas,7/4/2024,Electronics,168.95,3,Q2
685,7,153,San Jose,California,7/4/2024,Clothing,740.27,2,Q2
19,19,779,Philadelphia,Pennsylvania,7/5/2024,Clothing,217.95,7,Q2
184,15,993,San Antonio,Texas,7/5/2024,Clothing,786.83,8,Q2
192,4,1134,San Diego,California,7/5/2024,Toys,326.05,5,Q2
297,6,808,San Antonio,Texas,7/5/2024,Books,467.66,4,Q2
500,4,19,Los Angeles,California,7/5/2024,Books,785.44,9,Q2
342,12,1169,San Jose,California,7/6/2024,Toys,377.22,10,Q2
641,8,476,San Jose,California,7/6/2024,Clothing,894.72,6,Q2
303,5,966,San Antonio,Texas,7/7/2024,Books,445.69,10,Q2
430,6,908,Philadelphia,Pennsylvania,7/7/2024,Furniture,767.77,3,Q2
515,18,870,Dallas,Texas,7/7/2024,Furniture,873.15,8,Q2
595,3,763,Dallas,Texas,7/7/2024,Books,263.6,1,Q2
298,13,976,Chicago,Illinois,7/8/2024,Toys,868.45,4,Q2
409,16,417,New York,New York,7/8/2024,Clothing,640.85,8,Q2
534,4,154,Philadelphia,Pennsylvania,7/8/2024,Furniture,190.41,5,Q2
576,9,935,San Jose,California,7/8/2024,Toys,239.28,10,Q2
65,12,383,Houston,Texas,7/9/2024,Books,213.61,4,Q2
538,20,963,Phoenix,Arizona,7/9/2024,Books,657.97,8,Q2
634,8,607,San Antonio,Texas,7/9/2024,Books,553.03,2,Q3
218,16,150,Phoenix,Arizona,7/10/2024,Toys,735.6,2,Q3
181,13,604,Dallas,Texas,7/11/2024,Clothing,752.78,10,Q3
396,15,76,Houston,Texas,7/11/2024,Electronics,862.55,7,Q3
56,14,1031,San Antonio,Texas,7/13/2024,Books,245.76,4,Q3
676,19,114,Chicago,Illinois,7/13/2024,Electronics,697.16,6,Q3
127,2,45,Chicago,Illinois,7/14/2024,Electronics,487.29,1,Q3
311,18,5,Los Angeles,California,7/14/2024,Clothing,869.84,8,Q3
322,15,133,San Jose,California,7/15/2024,Clothing,109.13,3,Q3
601,11,405,New York,New York,7/15/2024,Electronics,740.9,6,Q3
421,13,1130,Dallas,Texas,7/16/2024,Clothing,499.07,4,Q3
531,6,918,Phoenix,Arizona,7/16/2024,Furniture,643.15,10,Q3
591,18,325,Chicago,Illinois,7/16/2024,Clothing,574.04,10,Q3
597,14,1116,Houston,Texas,7/16/2024,Electronics,309.02,3,Q3
204,2,1106,Chicago,Illinois,7/18/2024,Furniture,103.35,6,Q3
339,5,666,Los Angeles,California,7/18/2024,Toys,108.84,7,Q3
612,10,970,Los Angeles,California,7/18/2024,Toys,711.03,6,Q3
650,13,809,New York,New York,7/18/2024,Clothing,543,7,Q3
170,1,627,Chicago,Illinois,7/19/2024,Books,342.65,1,Q3
239,7,195,Los Angeles,California,7/19/2024,Electronics,223.58,8,Q3
399,19,422,San Jose,California,7/19/2024,Toys,118.44,7,Q3
510,4,473,San Antonio,Texas,7/19/2024,Clothing,224.45,9,Q3
4,14,456,New York,New York,7/20/2024,Books,650.1,3,Q3
53,1,1187,Dallas,Texas,7/20/2024,Electronics,220.13,6,Q3
261,16,152,San Jose,California,7/20/2024,Books,839.04,9,Q3
597,16,1222,New York,New York,7/20/2024,Electronics,404.24,5,Q3
608,16,1232,Houston,Texas,7/20/2024,Toys,324.86,10,Q3
124,20,943,Houston,Texas,7/21/2024,Electronics,494.67,1,Q3
54,14,730,Houston,Texas,7/22/2024,Furniture,492.62,2,Q3
271,10,975,San Diego,California,7/22/2024,Electronics,317.89,9,Q4
281,3,257,Phoenix,Arizona,7/22/2024,Clothing,403.78,7,Q4
334,8,321,San Jose,California,7/23/2024,Electronics,258.57,6,Q4
406,19,733,New York,New York,7/23/2024,Toys,864.51,5,Q4
311,14,1133,Dallas,Texas,7/24/2024,Books,826.41,8,Q4
487,9,516,San Antonio,Texas,7/24/2024,Electronics,320.85,2,Q4
198,17,901,Philadelphia,Pennsylvania,7/26/2024,Furniture,464.07,10,Q4
466,14,746,Los Angeles,California,7/26/2024,Clothing,135.86,8,Q4
505,18,348,New York,New York,7/26/2024,Toys,289.91,7,Q4
651,5,577,San Antonio,Texas,7/26/2024,Clothing,269.2,4,Q4
7,20,546,Los Angeles,California,7/27/2024,Electronics,302.71,7,Q4
451,19,1075,San Antonio,Texas,7/27/2024,Books,745.62,1,Q4
564,3,109,Dallas,Texas,7/27/2024,Books,132.41,4,Q4
472,3,1041,San Antonio,Texas,7/28/2024,Clothing,853.58,4,Q4
581,4,54,San Antonio,Texas,7/28/2024,Books,591.02,1,Q4
58,5,1035,Philadelphia,Pennsylvania,7/29/2024,Electronics,225.92,2,Q4
75,15,197,San Diego,California,7/29/2024,Books,668.16,1,Q4
564,6,948,Los Angeles,California,7/29/2024,Clothing,540.26,6,Q4
184,7,443,New York,New York,7/30/2024,Furniture,365.5,1,Q4
492,18,379,San Diego,California,7/30/2024,Electronics,621.61,2,Q4
192,13,18,Philadelphia,Pennsylvania,7/31/2024,Clothing,589.12,3,Q4
359,3,3,San Antonio,Texas,7/31/2024,Furniture,903.37,2,Q4
431,20,175,Houston,Texas,7/31/2024,Toys,528.04,9,Q4
608,10,750,Philadelphia,Pennsylvania,7/31/2024,Electronics,683.05,4,Q4
80,16,459,Los Angeles,California,8/1/2024,Toys,190.6,1,Q4
106,18,1058,San Jose,California,8/1/2024,Furniture,764.22,4,Q4
206,11,813,San Diego,California,8/1/2024,Furniture,283.81,6,Q4
304,18,364,New York,New York,8/1/2024,Toys,656.62,2,Q4
567,12,1010,Phoenix,Arizona,8/1/2024,Furniture,580.29,3,Q4
586,13,279,Chicago,Illinois,8/1/2024,Toys,671.02,6,Q4
659,18,846,Houston,Texas,8/1/2024,Electronics,458.73,3,Q4
129,13,1239,San Diego,California,8/2/2024,Toys,826.73,9,Q4
21,1,146,San Antonio,Texas,8/3/2024,Books,927.08,2,Q1
241,11,921,Dallas,Texas,8/3/2024,Electronics,962.28,3,Q1
376,9,1145,Los Angeles,California,8/3/2024,Furniture,297.22,10,Q1
395,2,362,New York,New York,8/3/2024,Electronics,228.66,1,Q1
