transaction_id,customer_id,transaction_date,transaction_amount,payment_method,product_id,quantity
575,228,1/26/2025,282.96,Cash,49,9
576,279,1/27/2025,245.61,Debit Card,16,7
577,204,1/28/2025,355.5,Cash,9,1
578,93,1/29/2025,65.19,Debit Card,6,5
579,143,1/30/2025,323.7,Debit Card,48,9
580,22,1/31/2025,95.38,Debit Card,7,3
581,230,2/1/2025,204.38,Credit Card,13,5
582,113,2/2/2025,15.59,Debit Card,49,5
583,296,2/3/2025,468.3,Debit Card,31,2
584,8,2/4/2025,396.51,Cash,20,4
585,144,2/5/2025,126.95,Debit Card,16,1
586,346,2/6/2025,334.08,Cash,46,2
587,351,2/7/2025,97.46,Cash,28,5
588,90,2/8/2025,171.65,Cash,21,6
589,484,2/9/2025,446.99,Cash,47,2
590,408,2/10/2025,97.93,Cash,38,5
591,275,2/11/2025,496.67,Credit Card,25,1
592,72,2/12/2025,319.86,PayPal,25,9
593,230,2/13/2025,156.09,Cash,40,3
594,424,2/14/2025,103.22,Cash,19,1
595,39,2/15/2025,93.81,Debit Card,37,7
596,172,2/16/2025,184.27,Cash,49,3
597,336,2/17/2025,92.51,PayPal,47,7
598,396,2/18/2025,253.85,Credit Card,18,4
599,341,2/19/2025,286.34,Cash,17,2
600,178,2/20/2025,433.33,Debit Card,42,10
601,28,2/21/2025,238.1,Credit Card,47,2
602,343,2/22/2025,470.16,PayPal,10,10
603,404,2/23/2025,138.45,Debit Card,32,10
604,134,2/24/2025,296.18,Cash,22,5
605,202,2/25/2025,68.69,Debit Card,2,10
606,142,2/26/2025,371.89,PayPal,25,3
607,300,2/27/2025,491.28,PayPal,35,3
608,14,2/28/2025,365.99,Credit Card,7,6
609,388,3/1/2025,496.07,Cash,47,2
610,347,3/2/2025,115.96,Credit Card,19,10
611,348,3/3/2025,85.44,Cash,45,10
612,223,3/4/2025,296.78,PayPal,42,4
613,200,3/5/2025,424.52,PayPal,6,5
614,55,3/6/2025,460.97,Debit Card,2,2
615,23,3/7/2025,495.79,Credit Card,46,1
616,171,3/8/2025,459.05,Cash,32,5
617,311,3/9/2025,285.06,Credit Card,15,6
618,45,3/10/2025,163.47,Debit Card,7,2
619,35,3/11/2025,201.19,Debit Card,48,7
620,120,3/12/2025,394.93,PayPal,33,4
621,425,3/13/2025,359.78,Debit Card,23,10
622,196,3/14/2025,159.62,Cash,13,8
623,163,3/15/2025,321.84,PayPal,48,10
624,146,3/16/2025,229.97,Cash,28,1
625,228,3/17/2025,36.89,Cash,27,6
626,106,3/18/2025,168.46,Credit Card,23,2
627,122,3/19/2025,267.24,Credit Card,32,5
628,276,3/20/2025,296.55,Cash,13,7
629,95,3/21/2025,334.2,Debit Card,11,2
630,269,3/22/2025,445.99,PayPal,7,4
631,429,3/23/2025,420.25,Credit Card,10,10
632,339,3/24/2025,232.49,PayPal,42,10
633,480,3/25/2025,498.51,PayPal,49,2
634,411,3/26/2025,362.04,Credit Card,50,8
635,169,3/27/2025,443.02,Cash,29,8
636,425,3/28/2025,470.45,Debit Card,26,8
637,411,3/29/2025,186.58,PayPal,41,10
638,416,3/30/2025,211,Cash,26,2
639,169,3/31/2025,392.03,Credit Card,29,5
640,344,4/1/2025,243.11,Credit Card,40,10
641,70,4/2/2025,424.44,PayPal,33,1
642,62,4/3/2025,207.81,Credit Card,1,4
643,320,4/4/2025,184.18,Credit Card,34,7
644,249,4/5/2025,477.28,PayPal,7,9
645,60,4/6/2025,364.29,PayPal,11,6
646,405,4/7/2025,313.23,Credit Card,26,5
647,305,4/8/2025,489.59,Cash,48,7
648,382,4/9/2025,15.41,Debit Card,25,10
649,206,4/10/2025,399.46,Cash,1,7
650,171,4/11/2025,53.69,PayPal,22,1
651,115,4/12/2025,313.35,Debit Card,1,10
652,438,4/13/2025,270.66,PayPal,15,6
653,447,4/14/2025,214.64,Credit Card,16,10
654,297,4/15/2025,170.5,PayPal,43,5
655,85,4/16/2025,224.08,Credit Card,30,7
656,47,4/17/2025,458.82,Credit Card,26,9
657,248,4/18/2025,459.56,Credit Card,7,3
658,486,4/19/2025,444.13,Cash,13,8
659,157,4/20/2025,259.39,Cash,26,3
660,237,4/21/2025,457.85,Cash,44,3
661,222,4/22/2025,405.22,PayPal,43,10
662,8,4/23/2025,15.45,PayPal,33,3
663,230,4/24/2025,327.24,Cash,32,9
664,294,4/25/2025,77.78,Debit Card,48,2
665,377,4/26/2025,21.59,Debit Card,22,9
666,290,4/27/2025,109.86,PayPal,50,4
667,126,4/28/2025,214.72,Credit Card,23,1
668,482,4/29/2025,429.84,Cash,14,4
669,265,4/30/2025,202.24,Credit Card,38,9
670,470,5/1/2025,125.41,Cash,47,10
671,451,5/2/2025,155.43,Credit Card,25,9
672,147,5/3/2025,480.18,PayPal,15,7
673,500,5/4/2025,211.04,Credit Card,32,8
674,407,5/5/2025,280.23,Cash,49,8
675,400,5/6/2025,261.59,Cash,26,1
676,73,5/7/2025,112.04,Credit Card,49,3
677,463,5/8/2025,287.04,Debit Card,25,7
678,70,5/9/2025,19.15,PayPal,44,1
679,163,5/10/2025,121.45,Credit Card,42,3
680,475,5/11/2025,23.85,Cash,36,8
681,181,5/12/2025,113.67,Credit Card,18,1
682,372,5/13/2025,271.03,Debit Card,22,3
683,79,5/14/2025,472.73,PayPal,27,10
684,93,5/15/2025,477.98,Credit Card,42,2
685,312,5/16/2025,310.83,Credit Card,49,7
686,314,5/17/2025,45.13,Credit Card,23,5
687,417,5/18/2025,394.03,Credit Card,1,9
688,150,5/19/2025,367.87,Credit Card,27,4
689,370,5/20/2025,432.18,Debit Card,19,6
690,136,5/21/2025,345.01,Credit Card,11,4
691,138,5/22/2025,323.41,PayPal,42,1
692,350,5/23/2025,10.79,Debit Card,25,2
693,167,5/24/2025,284.26,Credit Card,8,8
694,66,5/25/2025,218.16,Cash,22,10
695,40,5/26/2025,55.7,Cash,31,7
696,418,5/27/2025,313.59,Cash,47,2
697,84,5/28/2025,466.77,Debit Card,41,8
698,254,5/29/2025,115.18,PayPal,50,2
699,42,5/30/2025,233.71,Cash,5,8
700,45,5/31/2025,319.33,Credit Card,29,7
701,416,6/1/2025,196.79,Credit Card,8,4
702,186,6/2/2025,415.43,Cash,4,6
703,309,6/3/2025,360.53,Cash,49,4
704,213,6/4/2025,115.24,Credit Card,21,2
705,53,6/5/2025,224.16,Debit Card,22,9
706,96,6/6/2025,324.52,PayPal,6,9
707,289,6/7/2025,77.36,Debit Card,34,7
708,112,6/8/2025,498.97,PayPal,39,5
709,159,6/9/2025,51.39,Cash,36,5
710,30,6/10/2025,246.47,PayPal,28,5
711,465,6/11/2025,271.1,Credit Card,33,1
712,235,6/12/2025,9.69,Credit Card,45,4
713,264,6/13/2025,111.51,Credit Card,48,10
714,388,6/14/2025,60.25,Cash,47,8
715,354,6/15/2025,101.37,Credit Card,9,9
716,283,6/16/2025,402.62,Cash,33,5
717,207,6/17/2025,466.35,Credit Card,9,1
718,424,6/18/2025,330.28,Cash,40,1
719,271,6/19/2025,115.96,Debit Card,10,5
720,186,6/20/2025,393,Cash,50,3
721,261,6/21/2025,422.92,Credit Card,27,6
722,316,6/22/2025,332.84,PayPal,16,9
723,422,6/23/2025,186.73,PayPal,23,9
724,366,6/24/2025,321.91,PayPal,28,3
725,203,6/25/2025,376.86,Cash,22,3
726,114,6/26/2025,41.95,Cash,11,3
727,403,6/27/2025,318.87,Debit Card,41,8
728,389,6/28/2025,482.34,Debit Card,1,4
729,446,6/29/2025,170.85,PayPal,5,4
730,269,6/30/2025,303.85,Credit Card,50,1
731,105,7/1/2025,485.77,Credit Card,8,7
732,334,7/2/2025,481.86,PayPal,46,4
733,108,7/3/2025,418.8,Cash,2,1
734,351,7/4/2025,163.91,Credit Card,29,8
735,187,7/5/2025,280.34,PayPal,2,9
736,92,7/6/2025,469.21,Cash,9,10
737,371,7/7/2025,69.06,Credit Card,40,8
738,199,7/8/2025,295.1,Cash,4,6
739,274,7/9/2025,140.44,PayPal,12,7
740,53,7/10/2025,229.67,Cash,27,4
741,30,7/11/2025,436.05,PayPal,21,8
742,336,7/12/2025,142.8,Cash,8,8
743,242,7/13/2025,373.18,PayPal,1,6
744,194,7/14/2025,471.12,Cash,8,5
745,207,7/15/2025,35.82,Debit Card,41,3
746,422,7/16/2025,416.12,Credit Card,39,1
747,91,7/17/2025,173.86,Cash,4,5
748,190,7/18/2025,224.63,Debit Card,5,6
749,76,7/19/2025,155.19,Credit Card,17,1
750,379,7/20/2025,366.06,PayPal,35,5
751,255,7/21/2025,305.43,Credit Card,38,5
752,157,7/22/2025,459.59,Debit Card,28,6
753,58,7/23/2025,477.91,Cash,25,10
754,461,7/24/2025,335.83,Credit Card,16,9
755,151,7/25/2025,26.33,PayPal,28,10
756,333,7/26/2025,25.62,Cash,13,3
757,455,7/27/2025,347.4,PayPal,7,2
758,181,7/28/2025,275.18,PayPal,37,1
759,395,7/29/2025,58.56,Cash,2,8
760,384,7/30/2025,162.31,Credit Card,28,2
761,377,7/31/2025,270.21,PayPal,21,5
762,319,8/1/2025,5.97,Credit Card,12,7
763,97,8/2/2025,127.32,Credit Card,49,9
764,110,8/3/2025,114.16,PayPal,43,7
765,364,8/4/2025,381.9,PayPal,7,4
766,192,8/5/2025,401.06,Cash,7,10
767,372,8/6/2025,395.97,Debit Card,46,8
768,123,8/7/2025,25.46,Debit Card,48,1
769,46,8/8/2025,476.06,Cash,45,4
770,211,8/9/2025,80.09,PayPal,20,1
771,429,8/10/2025,447.27,Credit Card,1,6
772,331,8/11/2025,180.98,PayPal,11,8
773,181,8/12/2025,137.68,Cash,43,10
774,383,8/13/2025,59.75,Cash,10,8
775,290,8/14/2025,402.09,Debit Card,2,7
776,234,8/15/2025,138.91,PayPal,17,5
777,489,8/16/2025,84.58,Debit Card,23,6
778,50,8/17/2025,145.35,Debit Card,5,5
779,88,8/18/2025,106.89,Debit Card,2,8
780,22,8/19/2025,34.81,Cash,13,6
781,461,8/20/2025,108.58,Credit Card,41,3
782,113,8/21/2025,354.36,Cash,36,9
783,112,8/22/2025,209.03,Debit Card,17,7
784,150,8/23/2025,125.73,Debit Card,30,8
785,218,8/24/2025,66.74,Credit Card,44,3
786,419,8/25/2025,70.33,Credit Card,22,2
787,398,8/26/2025,328.79,PayPal,43,6
788,204,8/27/2025,60.62,PayPal,36,6
789,364,8/28/2025,332.39,Credit Card,36,3
790,155,8/29/2025,399.69,PayPal,34,8
791,230,8/30/2025,358.88,Debit Card,42,10
792,209,8/31/2025,376.57,Cash,21,4
793,284,9/1/2025,7.92,Cash,5,9
794,311,9/2/2025,405.85,PayPal,20,3
795,91,9/3/2025,149.76,Credit Card,45,5
796,370,9/4/2025,424.76,Cash,50,7
797,212,9/5/2025,247.51,Cash,32,6
798,168,9/6/2025,345.02,Debit Card,35,7
799,144,9/7/2025,381.44,Debit Card,22,6
800,286,9/8/2025,431.56,Cash,49,2
801,466,9/9/2025,307.45,Credit Card,47,10
802,127,9/10/2025,122.63,Cash,37,3
803,484,9/11/2025,277.81,PayPal,2,10
804,438,9/12/2025,337.96,PayPal,26,2
805,58,9/13/2025,169,PayPal,24,7
806,185,9/14/2025,161.22,PayPal,29,4
807,274,9/15/2025,483.93,Cash,24,5
808,271,9/16/2025,475.01,PayPal,24,6
809,17,9/17/2025,355.74,Credit Card,23,10
810,471,9/18/2025,478.86,Credit Card,2,8
811,118,9/19/2025,156.77,PayPal,6,3
812,459,9/20/2025,194.54,PayPal,33,6
813,70,9/21/2025,368.32,Debit Card,24,1
814,36,9/22/2025,378.64,Credit Card,45,3
815,474,9/23/2025,132.92,Debit Card,41,2
816,277,9/24/2025,117.15,Debit Card,19,8
817,397,9/25/2025,247.02,Debit Card,7,1
818,73,9/26/2025,211.47,Debit Card,41,4
819,498,9/27/2025,36.42,Debit Card,31,4
820,131,9/28/2025,457.34,PayPal,33,7
821,77,9/29/2025,200.12,PayPal,7,9
822,404,9/30/2025,463.91,Cash,28,2
823,360,10/1/2025,142.98,PayPal,43,7
824,99,10/2/2025,86.61,Credit Card,1,4
825,347,10/3/2025,264.63,Debit Card,43,10
826,331,10/4/2025,361.71,Debit Card,23,9
827,389,10/5/2025,40.11,Cash,41,7
828,130,10/6/2025,32.71,Debit Card,2,7
829,51,10/7/2025,282.04,Cash,12,5
830,469,10/8/2025,445.22,Cash,34,6
831,390,10/9/2025,36.34,PayPal,7,1
832,483,10/10/2025,405.13,Debit Card,27,2
833,468,10/11/2025,235.6,PayPal,32,10
834,426,10/12/2025,293.49,Credit Card,46,8
835,142,10/13/2025,497.79,Debit Card,45,4
836,348,10/14/2025,202.03,PayPal,28,8
837,13,10/15/2025,111.77,Debit Card,33,2
838,359,10/16/2025,429.26,PayPal,44,10
839,27,10/17/2025,489.59,PayPal,37,3
840,35,10/18/2025,29.56,Cash,14,1
841,233,10/19/2025,72,Debit Card,4,1
842,59,10/20/2025,444.21,PayPal,5,8
843,319,10/21/2025,489.39,PayPal,3,7
844,371,10/22/2025,173.87,Cash,3,7
845,26,10/23/2025,15.38,Credit Card,44,4
846,449,10/24/2025,72.27,Debit Card,8,10
847,207,10/25/2025,385.5,Cash,17,4
848,228,10/26/2025,425.89,Cash,4,10
849,498,10/27/2025,305.8,Debit Card,32,1
850,279,10/28/2025,14.18,PayPal,3,3
851,91,10/29/2025,491.77,Cash,4,10
852,299,10/30/2025,115.97,Cash,18,8
853,86,10/31/2025,96.96,PayPal,39,3
854,423,11/1/2025,22.32,Cash,24,1
855,495,11/2/2025,45.38,Credit Card,37,7
856,376,11/3/2025,78.32,Cash,46,2
857,275,11/4/2025,499.78,Cash,40,8
858,27,11/5/2025,447.92,Debit Card,45,8
859,258,11/6/2025,213.62,Credit Card,14,7
860,23,11/7/2025,304.08,Cash,38,10
861,125,11/8/2025,142.28,Cash,24,3
862,228,11/9/2025,414.21,PayPal,24,10
863,385,11/10/2025,39.29,Credit Card,17,9
864,129,11/11/2025,114.57,PayPal,10,8
865,65,11/12/2025,407.67,Debit Card,34,5
866,381,11/13/2025,212.05,Cash,36,8
867,361,11/14/2025,216.01,PayPal,12,10
868,224,11/15/2025,166.59,Debit Card,29,10
869,386,11/16/2025,71.69,Cash,43,10
870,452,11/17/2025,418.09,Cash,6,10
871,397,11/18/2025,391.64,Cash,42,10
872,224,11/19/2025,467.79,Debit Card,49,8
873,452,11/20/2025,143.97,PayPal,26,3
874,301,11/21/2025,51.44,Debit Card,25,5
875,46,11/22/2025,16.92,Cash,33,3
876,56,11/23/2025,416.53,Debit Card,13,1
877,108,11/24/2025,386.95,Debit Card,50,1
878,463,11/25/2025,211.6,Cash,46,7
879,382,11/26/2025,372.21,PayPal,10,7
880,399,11/27/2025,456.94,Credit Card,35,10
881,406,11/28/2025,157.41,Debit Card,10,4
882,370,11/29/2025,285.35,Debit Card,6,9
883,313,11/30/2025,256.07,Credit Card,28,2
884,215,12/1/2025,40.42,Cash,34,3
885,86,12/2/2025,9.63,Credit Card,8,4
886,383,12/3/2025,119.25,Debit Card,4,4
887,369,12/4/2025,119.64,Debit Card,29,4
888,187,12/5/2025,415.99,Cash,26,4
889,229,12/6/2025,311.19,Credit Card,38,4
890,423,12/7/2025,460.18,PayPal,45,10
891,35,12/8/2025,219.04,Credit Card,31,1
892,243,12/9/2025,30.61,Credit Card,41,10
893,51,12/10/2025,354.82,Cash,22,9
894,118,12/11/2025,34.58,Credit Card,32,10
895,489,12/12/2025,284.67,Debit Card,44,2
896,342,12/13/2025,337.47,Cash,18,10
897,489,12/14/2025,469.2,PayPal,50,5
898,201,12/15/2025,450.82,PayPal,36,3
899,199,12/16/2025,474.18,Credit Card,11,1
900,158,12/17/2025,248.07,Cash,28,10
901,215,12/18/2025,202.48,PayPal,29,8
902,301,12/19/2025,80.01,Cash,46,5
903,133,12/20/2025,440.15,PayPal,29,9
904,307,12/21/2025,212.78,Credit Card,46,8
905,81,12/22/2025,236.24,Credit Card,14,10
906,285,12/23/2025,413.23,Debit Card,2,4
907,250,12/24/2025,85.95,PayPal,23,4
908,164,12/25/2025,139.86,Cash,15,8
909,110,12/26/2025,241.9,Credit Card,14,6
910,18,12/27/2025,405.19,Credit Card,30,3
911,130,12/28/2025,42.67,PayPal,20,2
912,179,12/29/2025,146.48,Cash,7,9
913,13,12/30/2025,390.78,PayPal,5,4
914,408,12/31/2025,403.07,Credit Card,9,6
915,274,1/1/2026,368.87,Debit Card,42,1
916,248,1/2/2026,195.3,Credit Card,5,6
917,25,1/3/2026,434.51,Cash,48,5
918,159,1/4/2026,32.23,Cash,5,5
919,302,1/5/2026,203.64,PayPal,24,3
920,33,1/6/2026,157.07,PayPal,8,1
921,55,1/7/2026,64.96,Debit Card,44,10
922,442,1/8/2026,27.04,Cash,19,4
923,401,1/9/2026,101.36,Cash,37,7
924,122,1/10/2026,329.03,Credit Card,46,8
925,341,1/11/2026,493.92,Debit Card,38,7
926,114,1/12/2026,358.49,Credit Card,10,5
927,454,1/13/2026,46.04,Credit Card,7,5
928,127,1/14/2026,17.55,Debit Card,33,10
929,209,1/15/2026,418.1,Cash,9,6
930,229,1/16/2026,227.89,PayPal,35,5
931,262,1/17/2026,463.86,Credit Card,1,3
932,425,1/18/2026,361.77,Debit Card,40,2
933,248,1/19/2026,246.51,Debit Card,30,2
934,325,1/20/2026,92.85,PayPal,19,5
935,352,1/21/2026,52.39,Credit Card,29,8
936,166,1/22/2026,404.92,Cash,50,3
937,65,1/23/2026,243.04,Debit Card,41,8
938,261,1/24/2026,473.08,Debit Card,26,4
939,487,1/25/2026,443.62,Debit Card,32,5
940,226,1/26/2026,286.11,PayPal,33,3
941,479,1/27/2026,216.07,Credit Card,22,7
942,500,1/28/2026,359.66,PayPal,11,8
943,15,1/29/2026,369.31,Cash,18,1
944,386,1/30/2026,420.97,Credit Card,42,7
945,449,1/31/2026,157.63,PayPal,48,2
946,89,2/1/2026,271.44,PayPal,43,5
947,261,2/2/2026,11.6,Debit Card,27,10
948,156,2/3/2026,257.38,Debit Card,47,4
949,29,2/4/2026,489.22,PayPal,7,3
950,211,2/5/2026,78.29,Debit Card,24,2
951,73,2/6/2026,179.51,PayPal,14,6
952,75,2/7/2026,424.05,Credit Card,5,3
953,54,2/8/2026,80.2,Debit Card,49,8
954,113,2/9/2026,495.09,Credit Card,47,9
955,197,2/10/2026,424.3,Debit Card,22,7
956,197,2/11/2026,384.77,Credit Card,6,4
957,26,2/12/2026,448.47,Credit Card,14,10
958,466,2/13/2026,330.2,Debit Card,24,10
959,452,2/14/2026,444.18,PayPal,13,6
960,402,2/15/2026,393.86,Cash,13,2
961,381,2/16/2026,280.33,Credit Card,43,10
962,91,2/17/2026,451.14,Cash,48,7
963,340,2/18/2026,302.15,Credit Card,11,3
964,315,2/19/2026,482.42,Credit Card,18,10
965,377,2/20/2026,287.36,PayPal,49,2
966,303,2/21/2026,78.94,PayPal,15,4
967,15,2/22/2026,185.79,Cash,9,2
968,120,2/23/2026,24.49,Cash,40,7
969,281,2/24/2026,411.97,Debit Card,19,1
970,4,2/25/2026,267.69,Debit Card,48,7
971,375,2/26/2026,189.78,PayPal,5,5
972,186,2/27/2026,315.21,Credit Card,32,10
973,246,2/28/2026,348.44,Cash,47,1
974,220,3/1/2026,10.93,Debit Card,15,3
975,181,3/2/2026,319.32,PayPal,40,5
976,450,3/3/2026,376.13,Credit Card,36,6
977,264,3/4/2026,453.85,PayPal,31,1
978,341,3/5/2026,299.23,Cash,14,4
979,499,3/6/2026,279.79,Debit Card,42,10
980,384,3/7/2026,164.4,PayPal,10,2
981,333,3/8/2026,162.4,Credit Card,23,10
982,262,3/9/2026,230.64,PayPal,47,3
983,340,3/10/2026,174.64,Cash,35,9
984,488,3/11/2026,298.23,Credit Card,7,1
985,61,3/12/2026,330.37,Debit Card,15,3
986,177,3/13/2026,392.86,Credit Card,21,5
987,392,3/14/2026,470.14,PayPal,1,1
988,68,3/15/2026,332.31,Credit Card,18,4
989,324,3/16/2026,59.07,PayPal,44,6
990,338,3/17/2026,474.31,Cash,7,10
991,500,3/18/2026,490.89,Cash,14,7
992,150,3/19/2026,357.03,Cash,17,8
993,292,3/20/2026,320.6,Credit Card,33,10
994,440,3/21/2026,46.5,Cash,38,6
995,209,3/22/2026,60.56,Credit Card,8,3
996,124,3/23/2026,278.05,Cash,44,7
997,257,3/24/2026,5.5,Cash,18,10
998,197,3/25/2026,24.25,PayPal,3,7
999,5,3/26/2026,259.03,Cash,18,1
1000,176,3/27/2026,124.54,Cash,43,6
